DATA MISURA;PRES. SUPERAM.;PARAMETRO;UNITA' MISURA;UBICAZIONE;LONGITUDINE;LATITUDINE;RETE;MEDIA GIORNALIERA;DATI INSUFF.;ATTIVO DAL;ATTIVO FINO AL;PARAM. ABBREV.;UBICAZ. ATT. DAL;UBICAZ. ATT. FINO AL
2008 September 26;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;15.87301;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 September 27;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;21.81522;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 September 28;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;14.12291;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 September 29;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;22.01872;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 September 30;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;40.17094;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 01;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;30.85062;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 02;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;26.33292;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 03;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;19.86162;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 04;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;7.81441;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 05;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;10.82621;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 06;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;20.71632;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 07;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;28.73422;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 08;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;32.92633;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 09;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;34.39153;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 10;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;29.91453;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 11;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;22.95482;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 12;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;27.83882;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 13;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;35.40903;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 14;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;31.05413;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 15;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;34.63573;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 16;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;38.80563;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 17;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;24.05372;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 18;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;14.16361;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 19;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;19.45462;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 20;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;29.01912;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 21;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;38.13593;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 22;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;57.63124;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 23;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;60.19535;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 24;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;40.98494;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 25;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;37.44403;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 26;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;40.29303;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 27;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;44.85144;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 28;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;71.71346;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 29;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;32.15303;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 30;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;14.36711;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 October 31;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;19.43915;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 November 01;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;15.75169;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 November 02;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;47.85776;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 November 03;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;0;Vero;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 November 06;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;17.21456;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 November 07;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;17.54468;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 November 08;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;22.84255;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 November 09;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;16.73585;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 November 10;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;24.21827;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 November 11;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;20.89203;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 November 12;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;21.78845;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 November 13;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;5.98305;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2005 January 21;Falso;Particolato Totale Sosp.;ug/m3;Via Svevo;13.78079;45.63033;Trieste;73.84833;Falso;01/01/2004 12:00:00 AM;;PTS;2004 January 01;
2008 November 14;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;6.47393;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 November 15;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;19.26827;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 November 16;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;40.14707;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 November 17;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;34.37273;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 November 18;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;19.80384;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 November 19;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;40.54436;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 November 20;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;76.89141;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 November 21;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;73.60612;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 November 22;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;18.1343;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 November 23;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;17.48131;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 November 24;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;19.43508;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 November 25;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;30.48155;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 November 26;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;26.7179;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 November 27;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;44.55325;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 November 28;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;24.2016;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 November 29;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;2.43002;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 November 30;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;5.62059;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 01;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;11.67828;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 02;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;17.80058;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 03;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;24.09759;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 04;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;22.39872;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 05;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;23.60356;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 06;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;21.6447;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 07;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;19.45495;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 08;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;37.09978;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 09;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;39.33141;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 10;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;11.76598;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 11;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;5.15633;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 12;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;1.68942;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 13;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;9.67898;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 14;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;5.9413;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 15;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;6.2074;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 16;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;6.98605;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 17;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;15.89234;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 18;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;24.79587;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 19;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;36.03655;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 20;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;42.21902;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 21;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;37.46656;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 22;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;38.68349;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 23;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;41.61929;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 24;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;66.83661;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 25;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;21.53506;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 26;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;13.32262;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 27;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;25.21845;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 28;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;15.92931;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 29;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;31.22769;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 30;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;37.29406;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 December 31;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;44.81552;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2009 January 01;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;42.55751;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2009 January 02;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;54.66607;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2009 January 03;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;18.61741;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2009 January 04;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;36.95639;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2009 January 05;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;80.62689;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2009 January 06;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;84.7601;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2009 January 07;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;140.28688;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2009 January 08;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;37.58541;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2009 January 09;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;39.85466;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2009 January 10;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;60.7923;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2009 January 11;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;33.73439;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2009 January 12;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;41.60437;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2009 January 13;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;49.90876;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2009 January 14;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;26.29197;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2009 January 15;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;22.13616;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2009 January 16;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;38.69965;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2009 January 17;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;48.98826;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2009 January 18;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;59.89042;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
